Date,Open,High,Low,Close,Adj Close,Volume
2006-03-21,85.500000,85.776001,83.921997,84.353996,49.062908,2694000
2006-03-22,84.353996,85.239998,83.419998,85.120003,49.508461,2209500
2006-03-23,85.400002,86.003998,84.746002,85.940002,49.985378,1956500
2006-03-24,85.837997,87.127998,85.547997,87.050003,50.630993,2426000
2006-03-27,87.195999,90.098000,87.000000,89.475998,52.042038,3842500
2006-03-28,89.477997,89.959999,88.227997,88.874001,51.691906,3591000
2006-03-29,89.674004,89.888000,88.629997,89.615997,52.123451,2709000
2006-03-30,90.050003,91.500000,89.199997,89.589996,52.108318,2570500
2006-03-31,90.000000,90.255997,88.620003,89.500000,52.056000,2503000
2006-04-03,89.500000,89.790001,87.442001,87.730003,51.026512,2946000
2006-04-04,88.129997,88.996002,87.428001,88.989998,51.759373,2826000
2006-04-05,88.989998,89.510002,88.320000,88.769997,51.631397,1529500
2006-04-06,88.730003,91.162003,88.449997,91.082001,52.976131,3473500
2006-04-07,93.199997,96.940002,92.949997,96.099998,55.894756,8318500
2006-04-10,96.101997,99.080002,95.085999,96.844002,56.327503,7058000
2006-04-11,96.800003,97.400002,95.559998,96.501999,56.128567,3819500
2006-04-12,96.150002,98.400002,96.150002,97.980003,56.988232,2270000
2006-04-13,97.599998,98.601997,96.690002,98.031998,57.018471,2124500
2006-04-17,98.599998,99.835999,97.639999,98.458000,57.266228,3124000
2006-04-18,99.870003,99.898003,98.220001,99.056000,57.614063,3495500
2006-04-19,99.400002,100.199997,98.599998,99.680000,57.977013,2481500
2006-04-20,99.685997,99.900002,97.980003,98.980003,57.569851,1961500
2006-04-21,99.580002,100.089996,98.723999,100.022003,58.175892,2757500
2006-04-24,100.141998,100.800003,98.300003,98.699997,57.407005,3378500
2006-04-25,93.230003,95.800003,93.000000,95.050003,55.284050,7573000
2006-04-26,95.400002,95.655998,93.003998,93.750000,54.527931,3108000
2006-04-27,93.199997,94.300003,92.190002,93.508003,54.387169,2767000
2006-04-28,93.508003,94.000000,91.300003,91.599998,53.277420,3324000
2006-05-01,91.800003,91.800003,89.800003,90.702003,52.755123,4606000
2006-05-02,92.087997,92.269997,90.281998,92.199997,53.626389,4899000
2006-05-03,92.400002,92.400002,89.510002,90.211998,52.470112,4645000
2006-05-04,91.699997,95.550003,91.188004,95.430000,55.505081,7241000
2006-05-05,96.599998,97.199997,95.101997,97.199997,56.534554,5088000
2006-05-08,97.199997,97.639999,95.680000,96.699997,56.243736,2439500
2006-05-09,96.300003,97.598000,95.793999,96.232002,55.971546,2911500
2006-05-10,96.234001,96.762001,95.029999,95.996002,55.834274,2066500
2006-05-11,96.400002,96.959999,92.550003,92.550003,53.829952,3573000
2006-05-12,92.199997,93.498001,91.000000,92.300003,53.684559,3523000
2006-05-15,92.099998,92.500000,89.468002,91.362000,53.139008,3117000
2006-05-16,91.750000,93.190002,91.206001,92.092003,53.563614,2685500
2006-05-17,91.750000,91.900002,88.150002,88.930000,51.724472,5052000
2006-05-18,88.970001,90.405998,88.272003,88.599998,51.532532,3156500
2006-05-19,89.050003,90.099998,87.489998,89.924004,52.302608,4417000
2006-05-22,89.199997,89.339996,85.402000,87.129997,50.677532,5166000
2006-05-23,88.000000,90.629997,87.047997,87.400002,50.834576,3570000
2006-05-24,87.250000,88.400002,83.580002,86.629997,50.386703,5078000
2006-05-25,87.550003,88.977997,86.739998,88.793999,51.645370,3247500
2006-05-26,89.680000,89.709999,87.596001,89.709999,52.178139,2162500
2006-05-30,89.519997,89.519997,87.059998,87.379997,50.822945,2339500
2006-05-31,88.599998,88.839996,87.500000,88.260002,51.334782,2349000
2006-06-01,87.599998,91.306000,86.218002,91.239998,53.068043,4140500
2006-06-02,91.778000,92.367996,90.304001,91.160004,53.021473,3571000
2006-06-05,90.959999,91.568001,88.750000,88.809998,51.654675,3003000
2006-06-06,89.199997,89.800003,87.115997,88.094002,51.238239,2923000
2006-06-07,88.540001,89.722000,87.001999,89.008003,51.843998,3176000
2006-06-08,88.449997,90.120003,85.874001,90.000000,52.421768,5290500
2006-06-09,90.750000,91.788002,89.610001,90.655998,52.803886,3466500
2006-06-12,90.620003,91.012001,88.800003,89.199997,51.955799,2715500
2006-06-13,89.000000,91.000000,87.802002,88.223999,51.387310,4829500
2006-06-14,89.599998,90.010002,86.839996,88.129997,51.332565,4205000
2006-06-15,88.500000,90.300003,88.400002,89.699997,52.247044,4050500
2006-06-16,89.699997,90.849998,89.300003,90.849998,52.916878,2572000
2006-06-19,92.099998,92.199997,88.612000,88.949997,51.810200,3583500
2006-06-20,88.949997,90.681999,88.902000,89.984001,52.412468,2532000
2006-06-21,90.000000,95.856003,89.807999,95.601997,55.684750,6715000
2006-06-22,94.699997,95.449997,94.043999,94.143997,54.835522,4167000
2006-06-23,94.162003,95.998001,94.099998,95.559998,55.660271,3455500
2006-06-26,96.000000,97.269997,95.300003,96.860001,56.417515,2013000
2006-06-27,96.862000,97.117996,94.709999,94.709999,55.165184,2487500
2006-06-28,95.760002,95.760002,92.919998,94.501999,55.044056,3530000
2006-06-29,95.000000,97.800003,94.750000,97.543999,56.815884,3870000
2006-06-30,97.400002,98.888000,96.000000,98.230003,57.215466,2589500
2006-07-03,98.430000,99.900002,98.099998,99.370003,57.879478,1050000
2006-07-05,97.970001,101.494003,97.860001,100.522003,58.550472,3939000
2006-07-06,100.601997,100.898003,99.713997,100.148003,58.332638,1931000
2006-07-07,100.150002,101.767998,98.860001,99.012001,57.670952,2722500
2006-07-10,99.084000,100.400002,97.010002,97.699997,56.906746,3099500
2006-07-11,97.500000,97.500000,95.209999,96.127998,55.991142,3586000
2006-07-12,96.010002,96.722000,94.379997,94.680000,55.147743,2437500
2006-07-13,93.949997,94.947998,92.480003,93.169998,54.268188,3065000
2006-07-14,93.169998,94.297997,91.222000,92.832001,54.071339,2294500
2006-07-17,92.482002,93.540001,91.599998,92.292000,53.756794,1612000
2006-07-18,93.000000,93.489998,91.400002,92.197998,53.702034,1800000
2006-07-19,92.599998,94.402000,92.031998,94.199997,54.868153,2951000
2006-07-20,95.150002,95.150002,92.199997,92.599998,53.936188,2278500
2006-07-21,92.599998,92.800003,90.396004,90.400002,52.654770,2640000
2006-07-24,91.641998,93.358002,90.903999,93.000000,54.169170,2434000
2006-07-25,92.599998,92.599998,89.223999,91.050003,53.033386,4093500
2006-07-26,91.050003,91.300003,89.599998,90.000000,52.421768,1880500
2006-07-27,90.000000,91.099998,88.730003,89.068001,51.878933,2433000
2006-07-28,89.400002,90.970001,89.400002,90.699997,52.829491,1947000
2006-07-31,90.320000,92.262001,89.603996,92.239998,53.726521,2187500
2006-08-01,93.000000,93.680000,91.000000,92.272003,53.745144,3033500
2006-08-02,92.599998,93.015999,90.601997,91.019997,53.015888,2097500
2006-08-03,91.019997,92.680000,90.545998,91.613998,53.361889,1834000
2006-08-04,96.800003,97.416000,95.332001,97.143997,56.582897,7314500
2006-08-07,96.900002,97.896004,96.900002,97.360001,56.708733,3795500
2006-08-08,97.500000,98.790001,97.152000,98.000000,57.081505,4684000
2006-08-09,98.510002,98.797997,96.650002,97.040001,56.522358,4294500
2006-08-10,97.199997,97.884003,95.300003,95.300003,55.508858,32463000
2006-08-11,94.919998,95.578003,92.416000,92.982002,54.158710,6363000
2006-08-14,94.300003,94.559998,92.150002,92.279999,53.749828,4140000
2006-08-15,93.370003,93.800003,92.199997,93.400002,54.402145,3557000
2006-08-16,93.400002,94.169998,93.001999,93.550003,54.489548,3128500
2006-08-17,93.199997,93.860001,92.599998,93.000000,54.169170,2397000
2006-08-18,92.949997,92.949997,91.959999,92.269997,53.743973,2292500
2006-08-21,92.269997,92.272003,90.510002,91.029999,53.021740,2083000
2006-08-22,91.028000,91.905998,89.543999,90.279999,52.584881,2814000
2006-08-23,89.750000,90.040001,88.800003,89.120003,51.909206,2965500
2006-08-24,89.160004,89.599998,87.702003,89.099998,51.897560,4035000
2006-08-25,89.099998,89.938004,88.730003,89.695999,52.244728,1723500
2006-08-28,89.800003,89.930000,87.085999,87.449997,50.936489,4287000
2006-08-29,87.449997,87.741997,85.157997,87.489998,50.959812,4916000
2006-08-30,87.998001,88.400002,85.800003,86.849998,50.587025,3975000
2006-08-31,86.470001,88.057999,86.089996,88.000000,51.256863,1961500
2006-09-01,88.050003,88.820000,87.300003,88.417999,51.500320,2119000
2006-09-05,88.419998,88.877998,87.732002,88.877998,51.768272,1752000
2006-09-06,88.751999,89.820000,88.400002,88.879997,51.842922,2976500
2006-09-07,88.484001,89.297997,87.874001,88.202003,51.447449,1965000
2006-09-08,89.339996,89.339996,88.099998,88.739998,51.761230,1572500
2006-09-11,88.741997,89.223999,87.821999,88.587997,51.672604,2092000
2006-09-12,89.199997,91.150002,88.699997,90.900002,53.021179,3367000
2006-09-13,90.540001,92.398003,90.204002,91.400002,53.312824,2792500
2006-09-14,91.407997,92.117996,90.650002,90.750000,52.933685,2508500
2006-09-15,93.440002,95.012001,92.620003,94.449997,55.091869,6693000
2006-09-18,94.000000,95.680000,93.800003,94.620003,55.191029,4083000
2006-09-19,95.412003,95.412003,93.019997,93.531998,54.556377,2148500
2006-09-20,93.919998,94.349998,91.603996,92.015999,53.672134,2912500
2006-09-21,92.056000,93.486000,91.970001,92.809998,54.135254,2368000
2006-09-22,92.449997,92.720001,91.543999,92.325996,53.852940,1668000
2006-09-25,92.274002,94.349998,91.959999,93.851997,54.743069,3361500
2006-09-26,93.851997,94.400002,93.276001,94.110001,54.893524,1691000
2006-09-27,94.160004,96.000000,94.160004,95.870003,55.920120,2959000
2006-09-28,96.099998,96.575996,94.599998,95.339996,55.610973,1991500
2006-09-29,95.800003,95.811996,94.440002,95.650002,55.791821,1691000
2006-10-02,95.400002,95.402000,92.940002,93.370003,54.461937,2261500
2006-10-03,93.800003,95.199997,93.370003,95.199997,55.529327,2490500
2006-10-04,94.900002,98.199997,94.685997,97.853996,57.077366,3509500
2006-10-05,97.739998,98.627998,96.830002,98.349998,57.366695,2524000
2006-10-06,98.150002,98.540001,97.400002,98.160004,57.255856,1769500
2006-10-09,97.779999,104.910004,97.702003,104.297997,60.836113,6282000
2006-10-10,103.598000,103.795998,100.070000,100.598000,58.677929,4815000
2006-10-11,100.400002,101.697998,99.000000,99.800003,58.212482,3501500
2006-10-12,100.400002,101.070000,99.110001,99.998001,58.327946,3184000
2006-10-13,99.949997,101.598000,99.736000,100.178001,58.432941,2374500
2006-10-16,100.010002,101.309998,99.601997,100.650002,58.708252,2081000
2006-10-17,107.001999,107.001999,102.003998,103.300003,60.254021,16251500
2006-10-18,103.601997,103.601997,101.024002,101.449997,59.174877,5655000
2006-10-19,101.650002,102.050003,100.017998,100.199997,58.445759,3862000
2006-10-20,100.199997,100.461998,98.000000,98.036003,57.183525,3581500
2006-10-23,98.419998,100.650002,97.040001,100.650002,58.708252,6075500
2006-10-24,101.054001,102.218002,98.393997,101.000000,58.912418,4947500
2006-10-25,101.980003,101.998001,99.300003,99.300003,57.920803,3521000
2006-10-26,99.302002,100.056000,97.860001,99.889999,58.264965,3121000
2006-10-27,100.779999,102.057999,99.802002,101.059998,58.947403,4116500
2006-10-30,101.059998,101.180000,99.820000,99.996002,58.326794,2554500
2006-10-31,100.300003,101.190002,99.029999,100.199997,58.445759,3265000
2006-11-01,100.199997,102.699997,99.949997,100.265999,58.484276,5602000
2006-11-02,99.666000,100.902000,99.398003,100.230003,58.463280,3354500
2006-11-03,100.309998,101.599998,99.400002,100.209999,58.451607,3109500
2006-11-06,100.636002,102.610001,100.260002,102.367996,59.710331,3272000
2006-11-07,101.980003,103.300003,101.629997,101.930000,59.454884,2640500
2006-11-08,101.199997,101.779999,100.400002,100.944000,58.879765,3176000
2006-11-09,100.900002,101.000000,98.804001,99.057999,57.779644,2771000
2006-11-10,99.599998,100.400002,98.806000,99.164001,57.841484,2682000
2006-11-13,99.199997,100.342003,98.199997,99.795998,58.210136,3314500
2006-11-14,100.290001,102.900002,99.839996,102.744003,59.929691,4911000
2006-11-15,101.949997,106.599998,101.802002,106.501999,62.121681,7770500
2006-11-16,106.001999,108.800003,106.000000,108.010002,63.001286,6365500
2006-11-17,107.599998,109.396004,106.699997,107.000000,62.412167,7097000
2006-11-20,107.290001,109.000000,106.059998,108.320000,63.182072,4564500
2006-11-21,108.320000,110.559998,108.099998,110.400002,64.395340,3840000
2006-11-22,111.099998,111.099998,109.570000,110.772003,64.612335,2447500
2006-11-24,110.772003,111.594002,109.592003,110.648003,64.540001,1013500
2006-11-27,110.400002,110.402000,106.410004,106.554001,62.151993,4145500
2006-11-28,106.774002,107.977997,105.211998,107.398003,62.644279,3672000
2006-11-29,107.400002,108.697998,105.625999,107.807999,62.883461,3559500
2006-11-30,108.000000,108.297997,106.295998,107.120003,62.482170,2409000
2006-12-01,107.120003,107.519997,105.400002,106.279999,61.992188,2757000
2006-12-04,106.389999,106.910004,105.440002,106.620003,62.190487,2907000
2006-12-05,107.000000,108.699997,106.599998,108.362000,63.206608,2971500
2006-12-06,107.599998,109.400002,107.510002,108.290001,63.238132,2679500
2006-12-07,108.650002,109.487999,107.400002,107.730003,62.911121,2648500
2006-12-08,107.730003,109.253998,107.276001,109.227997,63.785915,2772000
2006-12-11,109.377998,110.066002,108.300003,108.627998,63.435513,2759500
2006-12-12,108.828003,109.403999,107.730003,108.351997,63.274338,2469500
2006-12-13,108.900002,109.038002,106.199997,106.384003,62.125072,3043000
2006-12-14,106.699997,107.260002,105.699997,105.900002,61.842457,2682500
2006-12-15,106.169998,106.991997,106.120003,106.599998,62.251217,2488000
2006-12-18,106.620003,106.947998,105.073997,105.400002,61.550488,1787500
2006-12-19,105.250000,107.033997,104.367996,106.991997,62.480133,2627000
2006-12-20,106.529999,106.615997,104.750000,104.900002,61.258476,2440000
2006-12-21,105.500000,105.624001,101.220001,102.806000,60.035625,4507000
2006-12-22,102.806000,103.510002,101.337997,102.199997,59.681744,2650500
2006-12-26,101.849998,102.000000,100.610001,101.634003,59.351234,1879000
2006-12-27,101.800003,102.559998,101.800003,102.157997,59.657242,1458000
2006-12-28,102.171997,102.629997,101.758003,102.589996,59.909508,1491500
2006-12-29,102.400002,102.599998,101.699997,101.949997,59.535763,1656500
2007-01-03,103.192001,105.139999,103.192001,104.599998,61.083290,3981500
2007-01-04,104.000000,105.386002,103.734001,105.360001,61.527111,2590000
2007-01-05,105.360001,106.353996,104.924004,105.853996,61.815582,2196500
2007-01-08,106.199997,106.980003,105.433998,106.980003,62.473141,2040000
2007-01-09,106.940002,107.650002,106.431999,107.598000,62.834000,2144500
2007-01-10,107.220001,110.790001,107.022003,110.674004,64.630356,4263500
2007-01-11,110.639999,111.980003,109.680000,111.334000,65.015732,3629000
2007-01-12,111.300003,114.896004,111.153999,114.800003,67.039787,4965000
2007-01-16,114.800003,115.598000,113.059998,113.949997,66.543404,3808500
2007-01-17,113.949997,116.800003,113.433998,116.400002,67.974121,4341000
2007-01-18,117.000000,118.000000,114.834000,115.500000,67.448563,4290000
2007-01-19,115.199997,116.000000,114.482002,115.466003,67.428719,3234500
2007-01-22,115.980003,116.120003,113.449997,114.000000,66.572617,2567000
2007-01-23,114.400002,116.884003,113.307999,116.870003,68.248619,3636500
2007-01-24,116.940002,119.260002,116.421997,118.307999,69.088364,4240000
2007-01-25,118.739998,118.739998,115.382004,115.800003,67.623772,2802000
2007-01-26,116.580002,117.800003,115.362000,117.772003,68.775345,3021500
2007-01-29,117.786003,118.389999,115.000000,115.169998,67.255829,3097000
2007-01-30,111.000000,114.863998,109.491997,113.650002,66.368217,9216000
2007-01-31,114.040001,114.500000,112.430000,112.660004,65.790108,3259000
2007-02-01,113.400002,115.599998,113.059998,115.564003,67.485901,3070000
2007-02-02,115.099998,116.000000,114.199997,115.779999,67.612091,2500500
2007-02-05,116.250000,116.279999,114.419998,115.519997,67.460228,1790000
2007-02-06,115.519997,116.199997,114.730003,115.816002,67.633095,1734500
2007-02-07,115.940002,117.531998,115.073997,117.470001,68.598969,2447500
2007-02-08,117.400002,117.524002,116.094002,116.837997,68.229904,1734000
2007-02-09,117.150002,117.440002,113.510002,114.650002,66.952171,2792000
2007-02-12,114.650002,114.697998,112.440002,112.800003,65.871841,2361500
2007-02-13,113.599998,114.751999,113.153999,114.400002,66.806190,2561500
2007-02-14,114.666000,115.963997,114.122002,114.599998,66.922989,2263000
2007-02-15,114.599998,115.961998,114.300003,114.517998,66.875099,1561000
2007-02-16,114.150002,115.199997,114.005997,114.952003,67.128578,2081000
2007-02-20,114.954002,115.699997,113.713997,115.400002,67.390167,2802000
2007-02-21,115.349998,115.666000,113.400002,113.454002,66.253754,3040000
2007-02-22,113.250000,113.402000,109.573997,110.000000,64.236763,4932500
2007-02-23,110.050003,110.300003,108.106003,108.970001,63.635216,4060500
2007-02-26,110.010002,110.199997,107.001999,107.318001,62.670540,3233500
2007-02-27,106.000000,106.557999,102.000000,102.197998,59.680573,6573000
2007-02-28,103.889999,108.750000,103.244003,107.830002,62.969513,8502000
2007-03-01,106.199997,110.078003,105.220001,109.045998,63.679607,6290000
2007-03-02,108.800003,109.638000,107.068001,108.050003,63.097988,4628500
2007-03-05,108.199997,112.426003,107.594002,110.879997,64.750618,6913000
2007-03-06,112.370003,113.790001,111.848000,112.910004,65.936089,5168500
2007-03-07,112.737999,113.578003,111.774002,112.206001,65.624924,4465000
2007-03-08,113.169998,114.849998,112.641998,113.538002,66.403961,5290000
2007-03-09,114.550003,114.550003,112.199997,113.592003,66.435547,3623500
2007-03-12,113.592003,114.260002,112.622002,113.500000,66.381729,3199500
2007-03-13,113.199997,113.279999,109.982002,110.089996,64.387352,5217000
2007-03-14,111.400002,113.082001,109.115997,112.793999,65.968842,6245500
2007-03-15,110.802002,114.998001,106.400002,106.575996,62.332161,15800000
2007-03-16,107.639999,107.779999,103.702003,105.400002,61.644382,10265000
2007-03-19,106.000000,107.267998,105.000000,106.050003,62.024532,6117000
2007-03-20,106.379997,107.169998,105.746002,106.489998,62.281879,2998500
2007-03-21,106.489998,108.199997,105.653999,108.099998,63.223495,3179500
2007-03-22,108.680000,109.790001,107.001999,108.825996,63.648098,4299500
2007-03-23,108.825996,109.300003,107.400002,108.167999,63.263271,2617500
2007-03-26,108.300003,108.741997,107.122002,107.639999,62.954468,2803000
2007-03-27,107.589996,109.181999,107.150002,107.482002,62.862041,2551000
2007-03-28,107.472000,107.940002,105.440002,105.849998,61.907539,2983500
2007-03-29,106.599998,106.919998,105.933998,106.222000,62.125130,2575000
2007-03-30,106.099998,107.220001,105.646004,106.491997,62.283043,2088500
2007-04-02,107.419998,109.199997,106.795998,108.776001,63.618862,3965000
2007-04-03,108.875999,110.339996,108.571999,110.180000,64.440018,3332500
2007-04-04,110.300003,112.241997,110.199997,111.419998,65.165230,3436000
2007-04-05,111.402000,111.816002,110.542000,110.699997,64.744125,1495500
2007-04-09,111.000000,111.580002,109.636002,110.099998,64.393219,1345500
2007-04-10,110.250000,111.365997,109.690002,110.099998,64.393219,1356000
2007-04-11,109.982002,110.839996,108.849998,110.099998,64.393219,1866500
2007-04-12,110.129997,110.938004,109.237999,110.669998,64.726563,1702500
2007-04-13,111.059998,111.089996,110.204002,110.297997,64.509010,992000
2007-04-16,110.337997,113.000000,110.297997,111.748001,65.357071,2645000
2007-04-17,111.750000,112.498001,110.900002,111.639999,65.293900,1554000
2007-04-18,111.639999,112.800003,111.087997,111.720001,65.340698,1576500
2007-04-19,111.461998,112.489998,110.531998,110.769997,64.785072,1893500
2007-04-20,111.500000,111.961998,110.900002,111.178001,65.023720,2250500
2007-04-23,111.178001,111.239998,109.250000,109.480003,64.030632,2239000
2007-04-24,109.879997,109.879997,106.157997,106.260002,62.147354,4051000
2007-04-25,106.779999,106.998001,104.711998,106.139999,62.077168,3958500
2007-04-26,106.599998,106.699997,103.458000,103.750000,60.679333,3941500
2007-04-27,103.800003,105.879997,103.793999,104.398003,61.058353,2295000
2007-04-30,104.793999,105.800003,103.180000,103.349998,60.445389,2699000
2007-05-01,103.500000,104.290001,101.029999,102.519997,59.959946,4719000
2007-05-02,103.300003,104.445999,102.699997,103.059998,60.275787,3428000
2007-05-03,103.059998,104.578003,102.889999,104.199997,60.942543,3354500
2007-05-04,104.199997,104.419998,102.473999,102.980003,60.229004,2373500
2007-05-07,101.599998,102.620003,100.851997,101.589996,59.416054,4252500
2007-05-08,101.250000,102.500000,100.220001,101.750000,59.509609,3087000
2007-05-09,100.949997,102.300003,100.699997,101.389999,59.299107,2178000
2007-05-10,101.400002,102.181999,99.400002,99.589996,58.246323,3631000
2007-05-11,105.029999,107.528000,102.800003,107.260002,62.732220,9464000
2007-05-14,107.260002,108.882004,105.650002,105.898003,61.935631,5070500
2007-05-15,105.940002,106.699997,104.017998,104.680000,61.223282,2813000
2007-05-16,104.879997,105.320000,103.099998,104.309998,61.006866,2845000
2007-05-17,104.000000,105.180000,103.283997,104.760002,61.270054,2789500
2007-05-18,104.851997,105.197998,103.753998,103.980003,60.813858,2365000
2007-05-21,103.977997,104.160004,102.877998,103.000000,60.240711,2620500
2007-05-22,102.800003,104.554001,102.500000,104.431999,61.078251,2596500
2007-05-23,104.400002,105.199997,103.814003,103.877998,60.754204,2572500
2007-05-24,104.000000,104.400002,101.599998,102.449997,59.919025,2619500
2007-05-25,102.839996,103.148003,102.033997,102.699997,60.065235,1301500
2007-05-29,103.391998,105.344002,103.199997,105.204002,61.529751,3450500
2007-05-30,104.400002,105.599998,103.650002,105.570000,61.743793,2496000
2007-05-31,105.699997,106.638000,105.699997,106.199997,62.112240,2584000
2007-06-01,106.589996,107.666000,105.290001,107.400002,62.814075,2396500
2007-06-04,107.400002,107.900002,106.685997,107.050003,62.609386,1858000
2007-06-05,106.793999,107.980003,106.680000,107.853996,63.079628,2544500
2007-06-06,107.683998,109.099998,107.199997,108.480003,63.547062,3257000
2007-06-07,108.440002,109.486000,106.592003,107.893997,63.203796,3439500
2007-06-08,108.000000,110.050003,108.000000,109.926003,64.394142,4690000
2007-06-11,109.989998,112.050003,109.697998,111.414001,65.265808,3112500
2007-06-12,111.419998,111.709999,109.699997,109.699997,64.261742,3819000
2007-06-13,110.050003,110.533997,108.624001,110.250000,64.583923,2558500
2007-06-14,109.949997,110.570000,109.206001,109.498001,64.143417,2759000
2007-06-15,110.716003,111.709999,109.746002,110.540001,64.753845,4187500
2007-06-18,110.230003,110.500000,108.599998,109.197998,63.967670,3221500
2007-06-19,107.220001,109.400002,107.220001,109.255997,64.001656,3050000
2007-06-20,109.400002,109.944000,108.779999,108.779999,63.722778,2227500
2007-06-21,109.129997,109.889999,108.000000,109.849998,64.349609,1583000
2007-06-22,109.459999,110.057999,107.989998,107.989998,63.260017,3241000
2007-06-25,107.800003,108.889999,106.136002,106.680000,62.492676,2304000
2007-06-26,106.660004,107.889999,105.938004,106.180000,62.199741,1692000
2007-06-27,105.599998,108.519997,105.220001,108.431999,63.518974,2684500
2007-06-28,108.433998,109.430000,107.730003,108.096001,63.322128,1821000
2007-06-29,108.096001,109.000000,106.360001,106.872002,62.605133,1907000
2007-07-02,107.760002,107.779999,106.374001,106.500000,62.387199,2154500
2007-07-03,107.800003,108.550003,107.202003,107.870003,63.189735,2017000
2007-07-05,108.400002,111.138000,107.870003,111.138000,65.104111,2561000
2007-07-06,111.000000,115.500000,108.830002,114.959999,67.343033,9142500
2007-07-09,114.599998,116.405998,113.410004,114.115997,66.848648,6383000
2007-07-10,114.000000,114.080002,112.022003,112.160004,65.702820,5446000
2007-07-11,111.526001,116.512001,110.931999,116.010002,67.958145,22480000
2007-07-12,116.150002,118.112000,115.980003,117.559998,68.866089,8369000
2007-07-13,117.199997,117.400002,116.040001,116.900002,68.479462,3571000
2007-07-16,116.800003,119.998001,116.599998,117.260002,68.690376,5672500
2007-07-17,117.900002,118.199997,115.800003,116.750000,68.391602,4818000
2007-07-18,116.848000,117.379997,114.599998,115.528000,67.675797,3795000
2007-07-19,115.900002,117.000000,114.286003,114.400002,67.015015,2870500
2007-07-20,114.449997,114.650002,112.260002,112.400002,65.843399,3585000
2007-07-23,112.400002,113.655998,111.040001,111.919998,65.562202,2870000
2007-07-24,111.400002,111.968002,109.211998,109.800003,64.320343,5136000
2007-07-25,110.400002,111.601997,107.879997,109.503998,64.146957,4435500
2007-07-26,108.400002,108.949997,104.519997,107.500000,62.973000,6358000
2007-07-27,107.599998,113.452003,106.515999,111.300003,65.199005,8242500
2007-07-30,112.793999,114.320000,111.900002,114.309998,66.962250,4297500
2007-07-31,114.998001,115.099998,109.762001,110.500000,64.730408,4066500
2007-08-01,111.003998,113.029999,108.650002,112.274002,65.769600,4815000
2007-08-02,112.594002,112.786003,110.552002,111.195999,65.138092,3442500
2007-08-03,111.800003,114.199997,111.199997,111.580002,65.363068,4807500
2007-08-06,112.199997,114.844002,111.220001,114.844002,67.275070,4075500
2007-08-07,114.300003,116.737999,113.519997,115.800003,67.835129,4977500
2007-08-08,115.905998,121.000000,115.905998,121.000000,70.881233,3702500
2007-08-09,117.800003,121.991997,117.500000,118.750000,69.563194,6661500
2007-08-10,119.402000,120.412003,117.199997,118.849998,69.621796,5580000
2007-08-13,120.038002,120.180000,116.059998,116.213997,68.077637,3476500
2007-08-14,116.599998,117.542000,112.459999,112.459999,65.878532,5352500
2007-08-15,112.606003,113.400002,107.750000,107.980003,63.254169,6954500
2007-08-16,106.500000,107.386002,101.178001,105.900002,62.035740,14675000
2007-08-17,108.365997,111.112000,104.722000,108.769997,63.716957,7378500
2007-08-20,109.029999,109.300003,106.400002,107.524002,62.987045,4122500
2007-08-21,106.858002,110.800003,106.339996,110.800003,64.906151,4241000
2007-08-22,111.580002,111.704002,108.849998,109.320000,64.039146,3099000
2007-08-23,109.279999,111.311996,109.279999,111.010002,65.029152,3163500
2007-08-24,111.012001,112.071999,110.302002,112.071999,65.651245,3658000
2007-08-27,111.300003,112.139999,111.199997,111.720001,65.445061,3678500
2007-08-28,111.339996,111.900002,110.708000,110.839996,64.929543,3361500
2007-08-29,111.019997,112.084000,111.019997,112.019997,65.620827,3648000
2007-08-30,112.599998,112.599998,110.139999,110.449997,64.701088,3001500
2007-08-31,110.823997,112.031998,109.428001,110.959999,64.999855,2678500
2007-09-04,111.339996,113.599998,111.339996,112.959999,66.171455,2686500
2007-09-05,112.910004,114.540001,112.575996,112.900002,66.136284,2762500
2007-09-06,113.528000,114.000000,110.944000,111.405998,65.360703,3111500
2007-09-07,110.199997,110.232002,108.253998,108.930000,63.908062,3756500
2007-09-10,109.709999,110.000000,106.912003,107.930000,63.321358,2576500
2007-09-11,108.599998,110.101997,108.400002,109.629997,64.318710,2054000
2007-09-12,109.239998,110.124001,108.599998,108.641998,63.739075,1810000
2007-09-13,109.800003,110.744003,109.180000,110.150002,64.623833,2048000
2007-09-14,109.779999,110.372002,108.762001,109.720001,64.371521,1976000
2007-09-17,109.599998,109.599998,107.410004,108.019997,63.374157,2644000
2007-09-18,108.820000,110.503998,107.115997,110.503998,64.831474,4223000
2007-09-19,110.848000,111.005997,109.449997,110.382004,64.759903,2615000
2007-09-20,110.328003,110.772003,108.176003,108.449997,63.626446,2975000
2007-09-21,109.919998,109.959999,108.036003,108.849998,63.861111,4341000
2007-09-24,108.849998,110.152000,107.620003,108.019997,63.374157,2698500
2007-09-25,107.980003,110.690002,107.001999,110.482002,64.818604,2587000
2007-09-26,111.594002,116.800003,111.594002,116.220001,68.185051,6163000
2007-09-27,117.003998,118.559998,115.625999,117.699997,69.053307,3827500
2007-09-28,117.643997,118.374001,116.874001,117.470001,68.918373,4138000
2007-10-01,118.206001,123.080002,118.206001,121.660004,71.376610,5948000
2007-10-02,121.400002,121.982002,119.741997,120.589996,70.748878,2946000
2007-10-03,120.599998,123.180000,120.494003,122.112000,71.641808,3539000
